Name,N,Breakfast,Lunch,Dinner,Snack,R,M,H,P,I,K,C,Other,serving_size,Q,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin, vitamin_a ,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
Food 771,771,0,1,0,0,0,0,0,0,0,0,4.8,1,20,1,62.4,2.28,0.98,16,107.2,0,1.2,11,0.07,0.01,0.06,0.02,0,2,0.6,1.6,0,0,0,0,0.02,0,0,1.68,0.02,0.28,2,0,0.14,2,0.03,3.4,30,0.1,0.3,0.3,0.01,0,0,0.02,0,0,0.01,0,0.01,0,0,0.01,0,0,0.01,0,0,0,0.01,14.96,0.76,7.95,0,0.01,0.02,0.01,0.01,0,5.38,0.14,0.86,1.18,15.4,0.02,0.35,0.2,0,1.18
Food 772,772,0,1,0,0,0,0,0,0,0,0,3.6,1,10,1,10,1.49,0.29,8.6,7.4,5.15,0.1,0,0.5,0.08,0.03,0.01,0,0,0,1.3,0,0.9,0,0.22,0.04,0.05,0,0.01,0.02,0,0.8,0.01,0.09,1.3,0,28.7,34,1.35,0.06,1.97,0.16,0.17,0.26,0.01,0.34,0.13,0.08,0.01,0.12,0.21,0.15,0.07,0.11,0.1,0.09,0.09,0.01,0.1,0.12,1.95,0.01,0,0,0,0,0,0,0,0.88,0.11,0.73,0,7.8,0.01,0.28,0,0,7.5
Food 773,773,0,1,0,1,0,0,0,0,1,0,2.9,1,70,1,310.8,10.57,0.91,0.7,32.9,11.97,37.1,100.1,3.45,0.51,0.23,0.11,217,0.7,0,7,0,7.7,0,0,0.21,0,0,0.05,3.47,0,102.9,0.02,3.59,36.4,0.65,5.6,112.7,12.74,0.87,5.38,0,0.17,0,0.03,0,0,0.01,0.02,0.02,0,0.03,0.09,0.02,0.13,0.07,0,0,0.02,0,60.5,5.11,4.25,0.06,0.03,0.04,0.07,0,0.01,5.53,0.39,1.08,0.98,0.7,0.07,1.91,0.7,0,12.21
Food 774,774,0,1,0,0,0,0,0,0,0,0,8.1,1,70,1,95.9,4.27,2.24,46.2,54.6,0,2.8,0,3.6,2.53,0.14,0,0,7.7,0,0,0,4.9,0,0.71,0.35,0,0,0.73,0.17,0.56,7,0.03,0.64,12.6,0.04,161.7,259,29.05,1.79,20.16,1.3,1.08,1.76,0.27,2.65,1.13,0.78,0.14,0.9,1.36,1.39,0.49,0.78,0.81,0.83,0.89,0.25,0.66,2.09,0,0,0,0,0.01,0,0.04,0,0,31.14,0.73,2.44,0.13,56.7,0.07,0.94,0,0,35.39
Food 775,775,0,1,0,0,0,0,0,0,0,0,6.5,1,30,1,67.5,2.43,0.06,0,7.2,0,0,0,0.08,0.01,0.03,0,0,1.2,0.3,1.8,0,4.8,0,0,0.03,0,0,0.09,0.03,0,0.6,0.01,0.85,3.6,0,7.8,139.5,0.18,0.04,0.49,0.03,0.01,0.06,0.05,0,0.01,0.05,0.01,0.05,0,0,0.02,0,0,0.06,0,0,0.03,0.05,26.13,0.06,0,0,0,0.02,0,0,0,0.35,0.45,1.97,0,0,0.03,0.34,0,0,14.78
Food 776,776,0,1,0,0,0,0,0,0,0,0,6.4,1,100,1,0,0,0,0,1,0,28,0,0,0.2,0.14,0.02,63240,14,1,0,0,18,0,0,0,0,0,1.39,0.23,0,19,0.15,1.27,20,1.53,28,20,1,0,0,0.24,0,0.28,0,0,0,0.03,0,0.14,0,0.09,0.17,0,0,0.21,0.06,0,0,0,1.71,2,0,0,0.11,0.11,0,0,0.01,1.35,0,0,0,0,0.1,1.01,0,0,80.84
Food 777,777,0,1,0,0,0,0,0,0,0,0,7.2,1,140,1,21,22.4,0.14,0,709.8,0,65.8,0,6.47,0,0.35,1.94,508.2,0,4.2,1.4,0,200.2,0,0.08,0.15,1.12,0,2.14,0.56,0.56,130.2,0,3.53,14,1.18,149.8,205.8,5.04,0.53,11.77,0.25,0.02,0.13,0.14,0,0,0.21,0.02,0.22,0.48,0,0.12,0,0.05,0.29,0,0,0.02,0.3,115.42,5.6,4.7,0.98,0,0.13,0,0,0.01,1.74,24.62,5.95,0,2.8,0,2.84,1.4,0,8.62
Food 778,778,0,1,0,1,0,0,0,0,1,0,8.8,1,110,1,401.5,5.94,3.41,24.2,412.5,68.2,2.2,42.9,7.33,0.75,0.3,0.12,280.5,1.1,0,0,1.1,8.8,0,0,1.94,0,0,1.09,0.33,1.32,4.4,0.13,2.65,13.2,0.03,107.8,214.5,42.9,3.55,7.24,1.72,1.83,2.05,0.21,4.27,2.98,1.11,0.06,1.37,0.03,2.43,0.09,0.98,0.75,1.02,1.27,0.05,0.82,1.03,87.04,3.08,19.75,0,0.01,0.07,0,0,0.04,29.7,1.31,2.03,6.53,112.2,0,2.68,1.1,139.7,85.69
Food 779,779,0,1,0,1,0,0,0,0,1,0,6.1,1,200,1,222,4.2,5.8,170,218,0.2,2,0,13.73,2.06,0.95,0,0,0,0,8,2,0,0,3.14,2.52,0,2,0.78,0.58,1,2,0.14,6,36,0,488,780,92.8,24.3,58.84,3.39,3.28,5.03,0.9,9.02,2.8,2.5,0.23,3.5,3.98,4.76,1.76,3.23,2,2.42,1.67,0.81,1.83,3.49,0.94,0,0,0.02,0,0.04,0.06,0,0,21.04,12.17,6.52,0,128,0,3.5,2,0,156.88
Food 780,780,0,1,0,1,0,0,0,0,1,0,3.4,1,70,1,291.9,7.35,0.42,56.7,61.6,0,3.5,0,4.14,0.54,0.13,0.02,0,4.2,1.4,0,0,7,0,0,0.58,0.14,0,0.18,0.18,0.35,32.2,0,1.15,6.3,0.1,218.4,143.5,0.77,1.38,10.81,1.2,0.86,3.56,0.12,1.9,0.07,0.77,0,0.73,0,1.55,0.51,0.53,0.64,0.67,0.77,0.1,0.51,0.85,12.96,0,0,0,0,0.09,0,0,0.03,20.48,0.83,2.62,0.31,48.3,0,0.81,0,0,44.35
Food 781,781,0,1,0,0,0,0,0,0,0,0,1.6,1,140,1,656.6,35.28,0,1.4,1204,0,4.2,0,1.4,0,0.47,0.15,37550.8,8.4,0,9.8,0,4.2,0,0,0.35,0.56,0,0.29,0.31,0,9.8,0,4.24,12.6,0.18,275.8,208.6,26.46,0.43,18.37,0.22,0,0.07,0.06,0.01,0.19,0.01,0,0.31,0,0.01,0,0,0,0,0.16,0,0.02,0,102.44,0,4.49,0.08,0.07,0,0,0,0,14.17,2.97,0.04,0,1.4,0,2.28,1.4,0,7.99
Food 782,782,0,1,0,0,0,0,0,0,0,0,5.8,1,120,1,0,0,1.44,3.6,0,0,2.4,0,0.11,0,0.28,0.09,7.2,0,1.2,18,8.4,20.4,0,0,0.47,0,0,1.57,0.3,0,10.8,0,1.08,8.4,0.28,148.8,146.4,4.08,0.13,0,0.08,0,0.2,0.02,0,0.03,0.07,0.12,0.3,0,0,0.16,0.06,0,0.17,0,0,0,0.09,31.69,5.4,0,0.1,0,0.11,0.02,0.04,0,1.15,1.75,0,0,0,0,0.58,28.8,0,116.52
Food 783,783,0,1,0,1,0,0,0,0,1,0,1.2,1,40,1,48.4,2.04,0.92,30.8,26.8,19.44,2.8,0,1.55,0.36,0.05,0.02,0,0,0.8,1.2,0,0,0,1,0.29,0.36,8,0.04,0.13,0.28,6,0.02,0.3,7.2,0.08,96.4,150.8,2.2,2.63,7.4,0.66,0.57,0.84,0.1,1.44,0.51,0.34,0.07,0.38,0.7,0.98,0.3,0.36,0.37,0.44,0.5,0.07,0.36,0.63,0.2,0,0.02,0.01,0.02,0,0,0.02,0,1.68,1.2,1.45,0.01,24.8,0,0.66,0,0,24.21
Food 784,784,0,1,0,1,0,0,0,0,1,0,5.1,1,160,1,177.6,16,4.8,132.8,100.8,0,3.2,0,12.88,4.97,2.79,1.79,0,0,0,14.4,0,11.2,0,5.15,1.49,0.48,0,0.16,1.87,0,22.4,0.23,4.96,41.6,0.09,25.6,486.4,45.44,7.12,43.25,2.42,2.22,3.56,0.48,5.48,2.03,1.47,0.15,1.89,2.48,3.6,1.1,1.59,1.7,1.58,1.46,0.38,0.99,1.35,27.1,0,0,0,0.08,0,0,0,0.11,17.63,0.48,19.45,4.06,110.4,0.16,2.32,0,0,103.94
Food 785,785,0,1,0,1,0,0,0,0,1,0,1,1,180,1,34.2,0,0,7.2,396,1.98,532.8,0,1.74,0.9,0.36,0.03,17820,12.6,1.8,30.6,21.6,30.6,0,0,0.47,0,0,0.79,0.61,0,30.6,0.25,5.58,23.4,1.83,54,1053,0.9,0.05,0,0.41,0,0.14,0.15,0,0,0.22,0.12,0.4,0,0,0.09,0,0,0.43,0.01,0,0.02,0.29,75.08,6.48,8.75,0.13,0.16,0.02,0,0.18,0,2.02,0,0,0,0,0.18,5.56,3.6,0,13.07
Food 786,786,0,1,0,1,0,0,0,0,1,0,2.8,1,20,1,17.8,0,0.58,0,16.2,0,0,0,0.04,0,0.05,0,0,0,0,0,0,1.4,0,0,0,0,0,0.07,0.03,0,0,0,0.43,0,0,20.2,4,0.06,0,0.69,0.05,0,0.02,0,0,0,0.04,0,0.02,0,0,0,0,0,0.06,0,0,0,0,0.26,0.04,0.05,0,0.02,0.02,0,0,0,0.15,1.42,0,0,0,0,0.06,0.2,0,14.35
Food 787,787,0,1,0,1,0,0,0,0,1,0,9.3,1,190,1,427.5,29.83,1.33,1.9,530.1,0,98.8,0,2.99,0.58,0.65,0.34,38832.2,0,1.9,15.2,0,9.5,0,0.11,0.29,0.38,1.9,0.61,0.65,0,70.3,0,5.49,0,1.32,191.9,262.2,23.75,0.11,2.19,0.28,0,0,0.07,0,0.14,0.08,0.08,0.4,0.12,0,0.04,0,0,0.35,0.09,0,0,0.1,174.63,0.19,30.23,0,0.19,1.01,0.29,0,0.02,61.31,92.27,9.29,0.25,20.9,0,3.69,1.9,49.4,12.75
Food 788,788,0,1,0,1,0,0,0,0,1,0,3.2,1,70,1,315,12.18,1.61,0.7,444.5,0,192.5,396.9,0.87,0.07,0.14,0.04,0,0,0.7,4.9,0,7.7,0,0,0,0,9.1,0.61,0.04,0,102.9,0.04,2.51,0,0.67,60.2,212.8,0.49,0.07,7.08,0.02,0,0.05,0.05,0,0.06,0,0.01,0.08,0.02,0,0.06,0,0.5,0.03,0,0,0,0.05,56.58,1.26,0,0.01,0.02,0.01,0.02,0.01,0,0.46,11.62,2.86,0.66,11.9,0,0.04,14.7,0,3.46
Food 789,789,0,1,0,1,0,0,0,0,1,0,4.5,1,110,1,405.9,10.45,4.18,154,1425.6,0,5.5,0,5.07,0.3,0.23,0.11,0,0,1.1,0,0,5.5,0,0,0.43,0,0,0.19,1.23,0,9.9,0.18,3.09,196.9,0,537.9,379.5,17.05,1.49,17.48,1.52,1.45,2.97,0.13,3.54,1.62,1.05,0.1,1.3,1.72,2.5,0.98,1.15,2.9,1.29,1.05,0.17,0.84,0.75,0.48,3.52,0.01,0.03,0,0.07,0,0,12.55,4.47,7.51,3.74,2.88,117.7,0,4.82,1.1,0,81.54
Food 790,790,0,1,0,1,0,0,0,0,1,0,8.2,1,150,1,331.5,4.35,0,3,84,0,1.5,0,0.64,0.3,0.32,0,0,0,0,16.5,0,7.5,0,0,0.33,0,1.5,0.24,0.24,0.45,60,0.1,1.1,0,0.28,15,63,0.6,0.5,0,0.13,0.01,0.03,0,0,0.12,0.44,0,0.02,0.09,0.18,0.28,0.08,0,0.23,0.09,0,0,0.11,112.19,4.65,0.17,0,0.03,0.2,0,0.06,0,39.33,0.62,0.29,0,28.5,0,2.54,3,0,94.22
Food 791,791,0,1,0,0,0,0,0,0,0,0,8,1,120,1,130.8,13.68,1.32,106.8,76.8,0,10.8,0,5.41,0.83,0.36,0,0,3.6,0,7.2,0,0,0,1.24,0.37,0.24,1.2,0.37,0.4,0.12,10.8,0.1,11.41,21.6,0.13,217.2,452.4,33.6,7.57,24.31,1.8,1.73,2.9,0.22,4.91,1.49,1.38,0.14,1.34,2.35,2.31,1.03,0.91,1.16,1.01,1.22,0.19,1.03,1.38,61.69,0.12,0,0,0.01,0.1,0.01,0,0,23.02,4.38,4.49,1.38,84,0.12,1.49,1.2,0,91.1
Food 792,792,0,1,0,0,0,0,0,0,0,0,6.1,1,160,1,720,4.96,5.6,1.6,481.6,0,163.2,14.4,0,0.07,0.41,0.03,0,0,0,0,0,0,0,0,3.06,0.16,0,1.5,0.42,9.12,203.2,0.03,5.28,83.2,0.47,310.4,137.6,4.16,2.13,14.13,0,0,0.03,0.23,2.15,0.02,0.25,0.03,0.32,0,0,0.19,0.23,0,0,0.2,0,0,0.12,102.53,18.08,20.27,0,0,0,0.08,0,0,6.1,8.33,0.05,5.59,19.2,0.16,1.3,1.6,0,10.26
Food 793,793,0,1,0,1,0,0,0,0,1,0,5.8,1,130,1,140.4,15.08,7.02,117,68.9,72.15,5.2,0,5.54,1.16,0.35,0.06,87.1,22.1,1.3,0,0,15.6,0,1.95,0.27,0,1.3,0.27,0.42,0.13,14.3,0.02,3.69,20.8,0,288.6,182,36.4,7.18,33.09,1.77,1.93,2.41,0.3,3.2,1.72,1.08,0.04,1.84,0.85,0.96,1.03,1.19,1.04,1.53,1.44,0.01,1.05,1.42,0.2,0,0,0,0.04,0.13,0,0.08,0,13.31,1.55,1.95,11.4,109.2,0,5.85,1.3,0,87.15
Food 794,794,0,1,0,1,0,0,0,0,1,0,9.3,1,190,1,573.8,44.46,25.46,144.4,733.4,0,7.6,0,10.51,3.66,0.44,1.03,0,0,1.9,7.6,0,0,0,9.8,1.06,0.76,0,1.54,0.59,0.76,24.7,0.35,1.5,32.3,0.28,340.1,722,61.37,6.63,35.36,1.26,0.91,3.66,0.44,0.02,2.59,0.67,0.13,0.29,4,3.07,1.27,1.08,1.47,1.46,2.01,0.07,1.78,1.23,62.13,0,0,0.04,0.04,0.11,0.06,0,0,14.97,4.26,2.63,5.34,133,0,4.05,1.9,0,123.04
Food 795,795,0,1,0,1,0,0,0,0,1,0,7.2,1,40,1,18.8,0,0.04,0,11.6,0,0.8,0,1.54,0.09,0.01,0.05,0,0,0,2,0.4,2.4,0,0,0.04,0,0,0.14,0.03,0,12,0.02,1.13,4.4,0.7,0.8,66.4,0.8,0.07,0,0.11,0.03,0.09,0.02,0.04,0,0.04,0,0.04,0,0.02,0.05,0,0,0.11,0.05,0,0.01,0,0.06,2.36,14.83,0,0.04,0.01,0,0,0,1.54,1.3,0.04,0,0,0,0.46,0.4,0,37.33
Food 796,796,0,1,0,0,0,0,0,0,0,0,9.4,1,140,1,561.4,0,7.28,22.4,469,0,0,0,4.61,0,0.13,0.13,0,0,0,21,0,5.6,0,0.08,0,0,1.4,0.31,0.32,0,25.2,0,1.43,14,0,26.6,9.8,3.5,0.14,25.52,0.13,0,0.04,0.09,0,0,0.14,0,0.35,0,0.08,0,0.06,0,0.27,0.07,0,0,0.06,28.57,0.28,0.18,0,0.18,0.14,0.07,0.06,0,14.25,0.66,6.58,0.71,116.2,0,2.42,0,0,8.61
Food 797,797,0,1,0,1,0,0,0,0,1,0,1.5,1,180,1,0,0.54,6.12,3.6,81,0,199.8,1054.8,0.62,0.5,0.28,0.23,13725,0,0,2741.4,0,264.6,0,0,3.95,8.82,0,1.98,0.72,0,25.2,0.57,6.26,9,4.18,223.2,318.6,14.76,0.86,17.8,0.22,0,0.54,0,1.37,0,0.26,0.05,0.3,0,0.25,0.06,0,0,0.42,0.15,0,0,0,18.86,12.96,9.29,4.23,0.18,4.7,0.05,0,0,2.66,0.08,0.11,0,0,0,2.09,61.2,0,171.88
Food 798,798,0,1,0,1,0,0,0,0,1,0,5.6,1,10,1,33.7,0.05,0.51,3.2,4.8,0,0.1,0,0.42,0.01,0.03,0,0,0,0.1,16.4,0,1.3,0,0,0.03,0,0,0.01,0.03,0,0.2,0,0.09,2.9,0,18.2,14.2,0.04,0.03,0.89,0.02,0.03,0,0,0,0.02,0.02,0.01,0.02,0,0.01,0.01,0,0,0.02,0.01,0,0,0.01,2.94,0.01,0,0.01,0,0.01,0.01,0,0,2.81,0.08,0.44,0.12,2.6,0,0.08,0.1,0,0.33
Food 799,799,0,1,0,0,0,0,0,0,0,0,8.6,1,170,1,188.7,1.19,19.55,28.9,705.5,0,120.7,44.2,4.79,0.14,0.75,2.01,0,1001.3,1.7,30.6,0,227.8,0,0.22,0.31,0,0,1.94,1.92,3.4,171.7,0.24,54.35,91.8,2.15,914.6,234.6,25.67,3.08,4.68,0.56,0.1,0,0,0,0,0,0,0.01,0,0,0.13,0,0,0,0,0,0,0,141.81,4.93,2.52,0.17,0,1.72,0.15,2.09,0,24.4,16.09,0.38,3.53,0,0.17,2.84,1.7,0,7.31
Food 800,800,0,1,0,1,0,0,0,0,1,0,7.3,1,120,1,165.6,26.64,5.28,66,74.4,0,7.2,0,7.04,0.99,0.38,0.05,0,0,1.2,3.6,0,3.6,0,4.91,0.47,0,0,1.48,0.3,0,12,0.18,2.64,21.6,0,273.6,1120.8,50.64,6.06,24.73,1.4,1.82,2.61,0.21,4.31,2.95,1.08,0.06,1.81,2.21,2.67,0.81,1.31,0.91,1.38,1.2,0.14,0.87,1.55,1.72,0.12,0,0,0,0.1,0.01,0,0,29.16,3.01,4.93,0,102,0,3.04,1.2,0,87.97
Food 801,801,0,1,0,1,0,0,0,0,1,0,1.2,1,40,1,190.8,7.04,1.2,28,22,0,19.6,0,0.13,0.06,0.11,0,0,0,0.4,5.2,0,2.8,0,0.54,0.11,0.28,0,0.16,0.19,0,4.8,0.05,1.01,4.8,0.06,77.2,170.8,13.84,1.7,4.96,0.02,0,0.02,0.04,0.01,0,0.03,0,0.05,0.02,0,0.07,0.02,0,0.02,0.01,0.01,0.29,0,4.75,3.2,0,0,0.02,0.01,0.02,0,0.01,1.85,4.12,10.51,0.15,25.2,0.04,0.47,0,0,31.02
Food 802,802,0,1,0,0,0,0,0,0,0,0,8.8,1,180,1,0,0.72,50.76,3.6,806.4,0,9,0,0.93,0,0.17,0,0,0,1.8,12.6,0,25.2,0,0,0.09,0,0,2.14,0.76,0,0,0.09,2.09,0,0.07,21.6,0,0,0.07,0,0.15,0,0.01,0,0,0,0,0.16,0.12,0,0,0.02,0,0,0.27,0,0,0,0,37.8,6.84,122.69,0.07,0.16,0.25,0.05,0,0.09,0.68,0,0,0,1.8,0.18,0.45,3.6,0,165.82
Food 803,803,0,1,0,0,0,0,0,0,0,0,8.6,1,40,1,74,10.96,0.04,0.4,93.2,0,21.6,0.4,0.06,0.05,0.08,0.08,26.8,1.6,1.2,0,0,6.8,0,0,0.07,0,0,0.46,0.12,0,36.8,0.02,1.2,3.6,0.09,3.2,60.4,0.32,0.05,2.59,0.04,0,0.06,0.06,0,0,0.04,0.02,0.05,0.29,0,0.01,0,0,0.05,0,0,0,0.02,9.46,0.68,2.88,0,0.03,0,0.03,0.03,0,0.55,0.12,0.03,0.09,0,0.04,0.3,0,0,1.5
Food 804,804,0,1,0,0,0,0,0,0,0,0,4.1,1,30,1,69,5.94,1.86,83.1,12.9,17.4,17.1,14.4,1.18,0.24,0.07,0.18,20.1,0.6,0,1.2,0,30,0,0.03,0.18,0.27,0,0.09,0.06,0,14.4,0.03,1.12,0.3,0.01,64.8,46.8,6.24,0.1,5.44,0.35,0.22,0.67,0.04,0.78,0.4,0.28,0.02,0.35,0.53,0.16,0.23,0.28,0.21,0.26,0.29,0.03,0,0.33,8.58,0,0,0.01,0.01,0,0.02,0,0,7.64,4.1,1.24,1.35,78.9,0,0.67,0,0,19.63
Food 805,805,0,1,0,1,0,0,0,0,1,0,9.2,1,180,1,214.2,15.66,5.76,162,111.6,0,37.8,0,11.36,1.65,0.56,0,0,1.8,0,12.6,0,10.8,0,8.26,0.6,0,0,0.52,0.38,0,10.8,0.21,2.61,34.2,0.11,423,613.8,56.7,4.66,1.17,2.73,2.61,4.15,0.26,7.18,1.71,1.67,1.07,2.44,3,3.73,1.32,1.81,1.5,1.98,2.2,0.38,1.22,1.9,0.5,0,0,0,0.11,0.13,0,0,0,6.59,3.37,2.05,1.84,140.4,0,1.73,0,0,138.4
Food 806,806,0,1,0,0,0,0,0,0,0,0,7,1,140,1,130.2,14.7,0.28,107.8,74.2,0,4.2,0,0.26,0.97,0.32,0,0,0,1.4,12.6,0,2.8,0,1.89,0.44,0.28,0,0.24,1.47,0.42,5.6,0.04,4.16,0,0,259,522.2,45.22,5.73,24.12,2.26,1.47,2.44,0.33,5.34,1.65,0.91,0.16,1.65,2.04,3.07,1.12,1.27,0.89,1.15,1.13,0.27,1.16,1.53,0,0.14,0.04,0.07,0,0.11,0,0.08,0,14.83,10.2,6.19,0.07,102.2,0,1.92,1.4,0,108.71
Food 807,807,0,1,0,0,0,0,0,0,0,0,3.1,1,50,1,159.5,2.25,1.15,37.5,32,0,3,0,1.51,0.06,0.13,0.26,0,4,1,0,0,5.5,0,0.03,0.12,0,0,0.12,0.12,0.1,3,0.07,1.09,7,0,118.5,133,14.9,0.66,3.8,0.69,0.56,1.12,0.07,1.64,0.53,0.45,0.04,0.58,0.3,1.06,0.46,0.32,0.39,0.45,0.5,0.07,0.39,0.31,0.08,0.65,23.26,0,0.01,0,0,0,0,2.31,1.55,2.04,1.64,34,0,1.3,0.5,0,14.04
Food 808,808,0,1,0,0,0,0,0,0,0,0,6.2,1,130,1,40.3,0,11.31,32.5,456.3,10.4,37.7,28.6,0.45,0.31,0.38,0.76,162.5,838.5,41.6,20.8,1.3,5.2,0,0.05,0.29,77.35,0,0.42,0.23,0.13,167.7,0.23,1.34,78,1.61,345.8,239.2,29.38,0.69,4.64,0.26,0,0.06,0.1,2.5,0.15,0.44,0,0.3,0,0.22,0.14,0,0.02,0.15,0.2,0,0.09,0.1,111.44,2.47,7.4,0.03,0.08,1.48,2.44,0,1.3,6.47,1.83,5.6,0.34,1.3,0,1.73,0,0,77.49
Food 809,809,0,1,0,0,0,0,0,0,0,0,2.5,1,130,1,241.8,14.43,4.68,122.2,1030.9,0,5.2,0,4.51,0.27,1.3,0.36,0,3.9,0,19.5,1.3,6.5,0,0.92,0.28,0.52,0,0.43,0.44,0.78,11.7,0.01,2.57,145.6,1.35,263.9,188.5,39,3.37,33.15,1.48,1.61,0,0.18,4.43,0,0,0.14,1.28,0.6,2.28,0.92,1.14,1.04,1.44,0.72,0.02,1.06,1.29,6.5,13.65,3.42,0.01,0.08,0.08,0,0.04,0.01,12.3,0.26,4,2.88,85.8,0.13,3.43,1.3,54.6,48.52
Food 810,810,0,1,0,1,0,0,0,0,1,0,6.3,1,50,1,178.5,8.45,5,0.5,475,0,32,57.5,0.52,0.07,0.13,0.32,3,359,0,1.5,0,0,0,0,0.12,0,0,0.08,0.14,0,237.5,0,1.64,7.5,0.65,40,52,8.45,0.26,4.73,0.05,0,0.04,0.03,0,0,0.04,0.01,0.02,0.01,0,0.06,0,0.01,0.05,0.01,0.05,0,0.01,40.11,0,3.65,0.02,0.04,0,0,0.01,0.02,4.21,6.82,4.8,2.54,0,0.05,1.19,0.5,0,36.45
Food 811,811,0,1,0,0,0,0,0,0,0,0,5.4,1,190,1,0,0,0.38,5.7,404.7,0,0,0,0,0,0.46,0,0,0,3.8,9.5,0,17.1,0,0,0,0,0,0.82,0.53,0,0,0,3.34,0,0,22.8,412.3,0.38,0,1.14,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.04,1.81,9.69,11.74,0,0.23,0.11,0,0,0,9.27,24.63,51.88,0,0,0,2.01,1.9,0,121.37
Food 812,812,0,1,0,1,0,0,0,0,1,0,8.3,1,150,1,549,15,5.7,118.5,549,85.5,6,0,9.41,5.47,0.58,0.18,33,9,0,6,0,13.5,0,7.02,1.1,0,73.5,1.62,4.91,0,30,0.23,5.69,25.5,0.08,366,805.5,28.8,10.97,14.25,2.23,1.62,3.84,0.45,4.59,1.98,1.47,0.09,2.28,2.68,3.77,1.07,1.02,1.48,1.59,1.81,0.34,1.27,1.37,74.31,0,0,0,0.03,0.23,0.11,0,0.05,6.29,9.06,5.3,1.34,112.5,0,6.41,1.5,0,116.61
Food 813,813,0,1,0,1,0,0,0,0,1,0,5.7,1,200,1,52,25.6,19.4,154,5420,0,16,0,2.8,0.29,0.18,0,0,0,0,250,0,10,0,0.04,0.03,0.2,0,0.38,0.76,0,26,0.22,5.56,16,0.17,348,226,2,0,35,0.1,0,0,0.1,0,0,0.25,0,0.16,0,0.07,0,0,0,0.03,0,0,0,0,20.5,7.4,14.44,0,0,0.04,0,0,0,16.54,12.53,6.59,1.88,18,0,2.84,2,0,151.94
Food 814,814,0,1,0,1,0,0,0,0,1,0,2.4,1,180,1,291.6,27.54,9.36,0,129.6,0,12.6,70.2,0.88,0.04,0.21,0,0,0,5.4,244.8,0,28.8,0,0,0.45,0,0,1.17,0.41,0,1.8,0,4.43,0,0.08,370.8,673.2,55.26,3.19,14.11,0.16,0,0.31,0.09,0,0.03,0.32,0,0.21,0.05,0.19,0.19,0,1.52,0.08,0.06,0.21,0.07,0.01,0.63,0,0,0.05,0.07,0.18,0,0.02,0,17.59,24.6,7.17,0,106.2,0,1.49,1.8,0,131.15
Food 815,815,0,1,0,0,0,0,0,0,0,0,8.9,1,60,1,211.8,13.5,0.72,9.6,462,9.12,160.2,181.2,16.86,0.08,0.14,0.38,385.2,0,0,0,0,3.6,0,0.1,0.04,0,0,0.21,1.65,0,16.2,0.29,2.08,6,0.04,118.2,18,0.42,0.15,5.41,0,0,0.06,0,0.43,0.02,0.05,0,0.07,0.03,0,0.01,0,0.33,0,0.02,0,0,0.02,45.64,1.56,33.82,0,0.07,0.04,0.05,0,4.1,2.59,0.73,0.78,2.21,0,0.06,0.48,0,0,4.43
Food 816,816,0,1,0,0,0,0,0,0,0,0,8.2,1,130,1,573.3,0.13,0.13,2.6,0,0,5.2,0,0.08,0.17,0.14,0,0,0,2.6,7.8,0,0,0,0,0,0.52,0,0.31,0.21,0,5.2,0,3.41,0,0,13,5.2,1.56,0.34,0,0.2,0,0.19,0.02,0,0,0.19,0.04,0.19,0.39,0.15,0.23,0.11,0,0.18,0,0,0,0.09,1.44,5.2,2.8,0,0.14,0,0.16,0,0,3.38,13.39,0.43,0,0,0,0.52,0,0,116.09
Food 817,817,0,1,0,0,0,0,0,0,0,0,9.2,1,80,1,31.2,0,0.08,2.4,0,0,0,0,0,0,0.19,0,0,0,1.6,16,0,5.6,0,0,0.3,0,0,0.42,0.17,0,8.8,0,0.55,0,0,25.6,7.2,0,0,0,0.25,0,0.14,0.09,0,0,0.13,0.04,0.19,0,0.08,0.14,0.01,0,0.1,0.02,0,0.04,0.01,1.3,0.16,0,0.02,0.05,0.08,0.14,0,0,0,0.18,0.23,0,0.8,0.08,0.33,0.8,0,54.62
Food 818,818,0,1,0,1,0,0,0,0,1,0,5.6,1,80,1,10.4,2.24,0.08,1.6,510.4,0,0,0,0.02,0,0.17,0,0,0,1.6,21.6,0,8.8,0,0,0.27,0,0,0.42,0.35,0,0,0,1.05,0,0,12.8,72,0.16,0,0,0,0,0.07,0,0,0.01,0.01,0.08,0.1,0,0,0,0,0,0.08,0,0,0,0,0.94,4.64,0.67,0,0.02,0.1,0.05,0,0,25.76,0.65,0,0,0,0,0.87,22.4,0,41.52
